year,make,model,price,mileage
2018,Chevrolet,Equinox 1LT,19980,12581
2018,Cadillac,XTS Luxury,24700,36405
2019,Ford,Escape Titanium,26760,8325
2018,Chevrolet,Equinox 1LT,18980,22242
2017,Volkswagen,Passat 1.8T SE,16460,24292
2018,Subaru,Impreza 2.0i Premium,17995,18495
2018,Honda,Accord Sport,25998,18210
2019,Honda,Civic EX,23998,23
2018,Jeep,Renegade Latitude,18790,19290
2019,Jeep,Compass Limited,24400,15327
2019,Honda,Civic Sport,21481,5727
2018,Dodge,Charger SXT Plus,23995,13657
2017,Chevrolet,Volt LT,18998,24116
2019,Jeep,Cherokee Latitude,20000,8548
2017,Chevrolet,Volt LT,17998,23991
2018,Buick,Regal TourX Preferred,25600,12279
2018,Kia,Niro LX,21500,21633
2018,Chevrolet,Equinox 1LT,18980,22242
2019,Chrysler,300 S,21780,17410
2017,Honda,Civic EX,20730,17864
2018,Cadillac,XT5 Premium Luxury,27810,38412
2018,Chevrolet,Equinox 1LT,19980,12581
2019,Ford,Escape Titanium,26760,8325
2018,Cadillac,XTS Luxury,24700,36405
2019,Honda,CR-V EX,29695,5
2018,Subaru,Impreza 2.0i Premium,17500,18000
2018,Dodge,Charger SXT Plus,19699,26878
2019,Honda,Civic EX,20888,7541
2017,Honda,Civic EX-L,18698,29588
2018,Chrysler,300 Limited,19000,35450
2019,Honda,Civic EX,22991,6462
2019,Kia,Sorento LX,21000,21500
2019,Jeep,Cherokee Latitude Plus,17899,34802
2018,Honda,Accord Touring,27199,16312
2019,Hyundai,Santa Fe SE 2.4,21998,19817
2018,Honda,Accord Sport,24998,13977
2017,Honda,Civic EX,16999,22113
2019,Jeep,Grand Cherokee Limited,29980,30690
2018,Hyundai,Elantra SEL,16150,18543
2018,Honda,Civic EX,19000,17000
2017,GMC,Acadia SLE-2,22000,35391
2018,Kia,Niro LX,18800,22951
2018,Mazda,Mazda6 Touring,21428,19851
2018,Mazda,Mazda6 Touring,18682,39989
2019,Subaru,Crosstrek 2.0i Premium,24800,6567
2018,Chevrolet,Impala 1LT,18500,31829
2018,Ford,EcoSport Titanium,16999,21552
2018,Mazda,Mazda6 Touring,21500,5287
2017,Hyundai,Sonata SE,14998,37005
2017,Chevrolet,Volt Premier,20902,31641
2019,Nissan,Rogue Sport S,18991,1723
2018,Subaru,Impreza 2.0i Premium,18250,24621
2018,Chevrolet,Equinox 1LT,18980,22242
2017,Cadillac,XT5 Base,26998,27710
2019,Nissan,Rogue 3.5 SV,21900,25156
2018,Hyundai,Elantra Value Edition,17998,5292
2017,Volkswagen,Golf S Auto,16360,10661
2019,Ford,Escape SEL,21998,15323
2017,Honda,CR-V EX,21720,32711
2017,Lincoln,MKC Reserve,23670,29826
2017,Honda,Civic EX,20730,17864
2018,Subaru,Crosstrek 2.0i Limited,24100,20927
2017,Jeep,Compass Trailhawk,21450,26822
2018,Chevrolet,Equinox 1LT,19980,12581
2019,Ford,Escape Titanium,26760,8325
2018,Cadillac,XTS Luxury,24700,36405
2018,Subaru,Crosstrek 2.0i Limited,24100,20927
2018,Kia,Soul +,14800,33139
2017,Honda,Civic EX-L,20566,14776
2017,Honda,Civic EX,20730,17864
2019,Ford,Escape Titanium,26760,8325
2017,Volkswagen,Passat 1.8T SE,16460,24292
2019,Honda,Accord EX-L,26882,13905
2018,Nissan,Murano SV,23988,38023
2019,Honda,Civic EX-L,22476,7946
2018,Chrysler,300 S,18990,32507
2019,Ford,Escape SE,17989,21654
2019,Toyota,Camry LE,21991,22580
2019,Chevrolet,Malibu LT,18989,12129
2019,Jeep,Compass Limited,21789,22549
2017,Chevrolet,Malibu 1LT,16989,13539
2018,Honda,Civic EX-L,21995,7340
2019,Kia,Sorento LX,21789,9071
2018,Chevrolet,Equinox 1LT,18980,22242
2017,Lincoln,MKC Reserve,23670,29826
2017,Honda,Civic EX,20730,17864
2018,Chevrolet,Equinox 1LT,19980,12581
2019,Jeep,Grand Cherokee Limited,29980,30690
2017,Honda,CR-V EX,21720,32711
2019,Ford,Escape Titanium,26760,8325
2018,Subaru,Impreza 2.0i Premium,19995,16488
2019,Honda,Civic Sport,21500,4376
2017,Chevrolet,Volt LT,19500,30000
2017,Volkswagen,Passat 1.8T SE,16460,24292
2017,Honda,CR-V EX,21720,32711
2018,Honda,Civic Sport Touring,25680,1288
2018,Dodge,Durango GT,27270,37608
2018,Cadillac,XTS Luxury,24700,33313
2019,Ford,Escape SE,19030,20410
2018,Honda,Civic EX,19482,13000
2018,Kia,Soul +,16570,15903
2018,Nissan,Murano SV,23000,27264
2019,Ford,Escape Titanium,27790,7372
2017,Dodge,Charger R/T,22770,34854
2017,Kia,Optima SX Limited,22730,31722
2017,Honda,Civic EX,17600,16827
2018,Nissan,Rogue S,18900,11278
2018,Ford,EcoSport SES,18494,18994
2018,Jeep,Compass Limited,21981,20886
2017,Honda,Civic EX-T,17642,20948
2017,Chevrolet,Volt Premier,20998,29273
2019,Ford,EcoSport Titanium,23500,10241
2019,Chrysler,300 Limited,24000,31254
2017,Chevrolet,Volt LT,17550,29521
2018,Chevrolet,Malibu LT,17750,38223
2019,Chevrolet,Equinox 1LT,26888,25924
2019,Chevrolet,Equinox 1LT,26888,28649
2018,Kia,Optima LX,16888,39997
2017,Volkswagen,Passat 1.8T SE,16460,24292
2018,Mitsubishi,Outlander LE,19575,26597
2018,Chevrolet,Equinox 1LT,18980,20135
2018,Dodge,Durango GT,27270,37608
2018,Mitsubishi,Outlander Sport SE,17994,25815
2018,Kia,Soul +,16570,15903
2019,Chevrolet,Equinox 1LT,21419,30838
2018,Subaru,Impreza 2.0i Limited,24700,6062
2017,Honda,Civic EX,18500,18895
2019,Mazda,CX-5 Touring,26000,26500
2019,Mazda,CX-5 Touring,26000,26500
2019,Mazda,Mazda3 FWD w/Select Package,21990,5136
2018,Chrysler,300 S,20890,37078
2018,Jeep,Compass Limited,28500,22763
2018,GMC,Terrain SLT,20998,21998
2017,Ford,Fusion Energi SE Luxury,15995,16801
2018,Chevrolet,Malibu 1LS,16870,16383
2017,Chevrolet,Cruze LS,13517,11963
2019,Ford,Escape SE,20199,4740
2019,Ford,EcoSport Titanium,19998,2547
2019,Ford,EcoSport SE,18995,19985
2018,Jeep,Grand Cherokee Laredo,27988,29488
2018,Chevrolet,Impala 2LZ,19190,37089
2018,Nissan,Murano SV,18950,32347
2018,Nissan,Murano SV,19995,20758
2018,Dodge,Charger R/T,27988,23577
2019,Chevrolet,Bolt EV LT,25400,2762
2018,Nissan,Murano SV,23000,27264
2018,Jeep,Renegade Limited,21900,10636
2019,Honda,Civic EX-L,22888,23888
2019,Nissan,Rogue S,20004,4212
2019,Subaru,Impreza 2.0i Premium,21883,8952
2018,Jeep,Grand Cherokee Laredo,27879,26829
2018,Chevrolet,Malibu Premier,28988,24139
2019,Jeep,Grand Cherokee Limited,29980,30690
2017,Volkswagen,Passat 1.8T SE,16460,24292
2019,Mitsubishi,Outlander LE,18950,16974
2017,Chevrolet,Malibu 1LT,22988,15227
2017,Chevrolet,Volt Premier,24988,36671
2017,Honda,Accord EX-L,25998,5380
2018,Cadillac,XTS Luxury,24700,33313
2019,Ford,Escape SE,19030,20410
2017,Chevrolet,Volt LT,21988,35645
2017,Chevrolet,Volt LT,21988,36215
2019,Ford,Escape Titanium,27790,7372
2018,Mitsubishi,Outlander Sport 2.4 SEL,15888,35993
2017,Nissan,Maxima 3.5 S,18900,25732
2018,Nissan,Murano SV,18700,39444
2017,Honda,Civic EX,16950,24340
2018,Chrysler,300 S,19760,32777
2019,Chrysler,300 S,21780,17410
2018,Chevrolet,Equinox 1LT,19980,12581
2019,Ford,Escape SE,19030,20410
2018,Kia,Soul +,16570,15903
2018,Honda,CR-V EX,24873,25998
2018,Mitsubishi,Outlander Sport SE,15400,30155
2017,Buick,Regal Turbo Sport Touring,17998,27001
2019,Toyota,Camry LE,21991,22880
2018,Nissan,Rogue SV,18000,36834
2018,Nissan,Murano S,23998,24998
2017,Ford,Focus SEL,13998,14998
2018,Dodge,Durango SXT,28998,7441
2019,Chevrolet,Trax LT,17594,6164
2017,Volkswagen,Passat 1.8T SE,16460,24292
2018,Cadillac,XTS Luxury,24700,33313
2019,Ford,Escape SE,19030,20410
2018,Kia,Soul +,16570,15903
2019,Ford,Escape Titanium,27790,7372
2018,Chevrolet,Equinox LS,17985,30891
2019,Jeep,Cherokee Limited,28999,4332
2018,Dodge,Charger R/T,24985,30297
2018,Chevrolet,Equinox 1LT,21995,23829
2017,Honda,Civic EX-T,18777,24608
2018,Honda,Civic EX-L,23197,3530
2019,Subaru,Impreza 2.0i Premium,20998,14637
2018,Nissan,Rogue SL,23670,11585
2018,Audi,A6 2.0T Premium,27270,15163
2018,Chevrolet,Impala 2LZ,20580,39728
2018,Cadillac,XT5 Premium Luxury,27810,38412
2017,Chevrolet,Volt LT,16998,30058
2019,Ford,EcoSport Titanium,18998,18475
2018,Ford,EcoSport SE,21592,4868
2018,Ford,EcoSport SE,19494,2017
2018,Ford,EcoSport SE,22592,4596
2019,Nissan,Rogue Sport S,18998,6552
2018,Jeep,Renegade Latitude,19890,3110
2017,Chevrolet,Volt LT,17750,28784
2018,Honda,Accord EX,23998,16084
2018,Nissan,Rogue S,18550,36031
2018,Mitsubishi,Eclipse Cross LE,17999,2668
2018,Audi,A6 2.0T Premium,27270,15163
2018,Chevrolet,Impala 2LZ,20580,39728
2019,Honda,HR-V Sport,21895,4425
2018,Mitsubishi,Outlander Sport SE,15490,32895
2017,Honda,Civic EX,17290,38301
2018,Nissan,Maxima 3.5 SV,19998,38972
2017,Dodge,Charger SXT,19995,28626
2018,Kia,Optima LX,16000,8132
2017,Kia,Sorento LX,19500,20000
2018,Hyundai,Elantra SEL,14998,35533
2019,Ford,Escape SE,20995,5342
2018,Ford,EcoSport SES,19983,507
2019,Chevrolet,Equinox LS,19780,5637
2017,Audi,A4 Premium,21580,20885
2018,Dodge,Charger SXT,21891,28127
2018,Chrysler,300 Limited,18900,32557
2018,Dodge,Charger SXT,22900,23880
2019,Nissan,Rogue S,19991,4069
2018,Mitsubishi,Outlander SE,16999,17875
2018,Hyundai,Elantra SEL,14998,26210
2018,Audi,A6 2.0T Premium,27270,15163
2018,Hyundai,Elantra GT Sport,20450,6744
2018,Cadillac,XT5 Premium Luxury,27810,38412
2018,Kia,Soul +,16570,15903
2018,Hyundai,Elantra SEL,14998,30400
2018,Chevrolet,Impala 2LZ,20580,39728
2018,Nissan,Murano SV,18700,39444
2018,Nissan,Murano SV,18900,35549
2018,Chevrolet,Equinox 1LT,25988,22380
2018,Nissan,Murano SV,18900,35549
2018,Chevrolet,Cruze LS,12400,39175
2019,Jeep,Compass Trailhawk,25499,10282
2017,Honda,Accord EX-L,17500,31799
2018,Cadillac,XT5 Premium Luxury,27810,38412
2018,Chevrolet,Impala 2LZ,20580,39728
2018,Chevrolet,Impala 2LZ,20580,39728
2018,Dodge,Charger R/T,21690,35562
2018,Nissan,Altima 2.5 SR,19955,13211
2018,Nissan,Rogue SV,18208,33545
2018,Honda,Accord Sport,23789,19492
2018,Nissan,Rogue SV,18209,39586
2019,Nissan,Altima 2.5 S,18989,14821
2019,Chevrolet,Equinox 1LT,20483,21023
2018,Audi,A6 2.0T Premium,27270,15163
2018,Cadillac,XT5 Premium Luxury,27810,38412
2018,Chevrolet,Impala 2LZ,20580,39728
2018,Dodge,Charger SXT Plus,19985,36450
2018,Subaru,Impreza 2.0i Sport,21650,1581
2018,Chevrolet,Equinox 1LT,14990,39769
2018,Kia,Soul +,14800,33139
2019,Jeep,Compass Limited,23483,21704
2019,Kia,Optima S,19860,4825
2019,Kia,Optima S,19860,4825
2017,Chevrolet,Trax LT,18570,15505
2020,Chevrolet,Equinox LS,22100,6991
2018,Cadillac,XTS Luxury,24700,36405
2018,Dodge,Charger R/T,21097,34271
2018,Honda,Civic EX-T,19780,17832
2019,Jeep,Compass Limited,20529,37049
2018,Jeep,Renegade Sport,18413,4296
2019,Nissan,Rogue S,20988,5985
2019,Subaru,Impreza 2.0i,19500,6852
2019,Ford,EcoSport SE,18995,19868
2019,Honda,Civic Sport,20998,471
2019,Jeep,Cherokee Latitude,19998,17764
2017,Honda,CR-V EX,21720,32711
2018,Chevrolet,Equinox 1LT,18980,22242
2018,Chevrolet,Cruze Premier,16460,30160
2017,Honda,Civic EX,17000,32228
2019,Nissan,Rogue S,20488,7253
2017,Honda,Civic EX-L,19646,31793
2018,Nissan,Rogue SL,23670,11585
2018,Honda,Civic EX,19887,20862
2018,Cadillac,XT5 Premium Luxury,27810,38412
2018,Dodge,Charger SXT Plus,21998,22546
2018,Chevrolet,Cruze LS,14700,23835
2018,Jeep,Renegade Limited,21917,9738
2019,Nissan,Rogue Sport S,17650,1960
2019,Honda,CR-V EX,29000,21
2019,Kia,Rio S,15995,9925
2019,Mitsubishi,Outlander SE,17800,17649
2019,Nissan,Rogue S,20688,5130
2019,Honda,Accord Sport,25998,8918
2019,Ford,EcoSport SES,22146,10
2018,Dodge,Charger SXT,24998,25998
2017,Volkswagen,Golf S Auto,16360,10661
2018,Ford,EcoSport Titanium,18998,4534
2018,Nissan,Murano SV,18900,35549
2017,Dodge,Charger SE,20000,32339
2018,Subaru,Impreza 2.0i Sport,21728,20957
2019,Nissan,Rogue Sport S,18995,2907
2019,Chrysler,300 S,23260,20641
2019,Chevrolet,Trax LS,15998,16998
2017,Volkswagen,Golf S Auto,16360,10661
2019,Kia,Optima LX,18998,10103
2018,Dodge,Charger SXT,23999,20344
2017,Honda,Civic EX,19300,17865
2018,Honda,Accord Sport,25998,10120
2017,Kia,Sportage EX,22950,29251
2018,Mitsubishi,Eclipse Cross SEL,22800,1827
2018,Mitsubishi,Eclipse Cross SEL,26999,29215
2017,Volkswagen,Golf S Auto,16360,10661
2017,Kia,Sportage EX,20950,21950
2018,Jeep,Grand Cherokee Altitude,28400,10055
2018,Chrysler,300 Limited,22290,22980
2018,Chevrolet,Cruze LS,19988,7480
2017,Chevrolet,Volt Premier,22100,27573
2017,Volkswagen,Golf S Auto,16360,10661
2018,Chevrolet,Malibu Premier,29988,1083
2020,Mitsubishi,Outlander Sport 2.0 ES,19800,10
2019,Ford,Fusion Hybrid SE,18240,27537
2019,Ford,Fusion Hybrid SE,18240,27537
2019,Nissan,Sentra SV,13891,16362
2018,Ford,EcoSport SE,18994,4778
2018,Honda,Civic EX,18500,14684
2018,Audi,A6 2.0T Premium,27270,15163
2017,Dodge,Charger SE,19795,17750
2019,Ford,Fusion Hybrid SE,18240,27537
2019,Ford,Fusion Hybrid SE,18240,27537
2019,Dodge,Charger SXT,21500,22846
2019,Ford,Edge Titanium,28980,13764
2018,Honda,Accord Sport,24998,14698
2019,Ford,Edge Titanium,28980,13764
2018,Jeep,Renegade Latitude,18998,6274
2018,Ford,EcoSport SE,16994,1318
2017,Honda,Accord EX-L,22998,22566
2018,Ford,EcoSport SE,18202,4945
2019,Dodge,Charger GT,25795,18890
2018,Honda,CR-V EX,23430,27776
2018,Dodge,Charger SXT,22200,17447
2019,Ford,Edge Titanium,28980,13764
2019,Ford,Edge Titanium,28980,13764
2018,Mitsubishi,Outlander Sport SE,16999,17999
2019,Kia,Niro LX,25995,2163
2019,Hyundai,Santa Fe SE 2.4,20998,21998
2017,Kia,Forte S,13998,29647
2017,Honda,Civic EX,17998,36886
2018,Mitsubishi,Outlander Sport SE,14400,33280
2018,Ford,EcoSport SE,22500,3525
2018,Ford,Escape SEL,20998,16392
2019,Kia,Optima LX,17998,13145
2019,Jeep,Compass Limited,22489,24201
2017,Honda,Accord EX,19998,35905
2018,Ford,EcoSport SE,21950,2211
2017,Honda,Civic EX-T,18998,28430
2017,Chevrolet,Volt LT,17998,36944
2017,Chevrolet,Volt Premier,21000,30684
2017,Chevrolet,Volt LT,17998,30073
2017,Chevrolet,Cruze LT,13998,14599
2017,Chevrolet,Cruze LT,13998,37070
2017,Chevrolet,Impala 1LT,16998,33194
2019,Honda,Accord Sport 2.0T,26900,27750
2019,Mitsubishi,Eclipse Cross SEL,20800,32245
2019,Mitsubishi,Eclipse Cross SE,21500,10
2019,Mitsubishi,Eclipse Cross SE,21500,10
2019,Mitsubishi,Eclipse Cross SE,21995,10
2019,Mitsubishi,Eclipse Cross SE,21700,10
2019,Mitsubishi,Eclipse Cross SE,21699,10
2018,Nissan,SV,14990,37872
2017,Mercedes-Benz,Base 4MATIC,25961,26981
2019,Kia,LX,19995,1300
2019,Hyundai,Elantra ECO,17998,4025
2018,Chevrolet,Malibu LT,13197,36098
2018,Chevrolet,Malibu LT,14700,30419
2019,Chevrolet,Malibu 1LT,15200,28000
2019,Chevrolet,Malibu 1LT,16000,18872
2018,Chevrolet,Cruze LT,11700,39586
2018,Chevrolet,Malibu LT,14700,30297
2019,Cadillac,XTS Luxury,27400,18509
2018,Chevrolet,Malibu LT,14700,23821
2019,Chevrolet,Impala Premier 2LZ,21700,22097
2018,Chevrolet,Malibu LT,14000,38298
2019,Chevrolet,Malibu 1LT,15000,34622
2019,Chevrolet,Equinox 1LT,17800,33999
2019,Chevrolet,Impala Premier 2LZ,21600,21054
2018,Chevrolet,Cruze LT,13600,31225
2019,Dodge,Charger GT,27990,16493
2019,Jeep,Compass Limited,23990,17119
2018,Jeep,Compass Limited,21990,19899
2018,Chevrolet,Malibu 1LS,16998,21413
2017,BMW,440I GRAN COUPE,29988,32988
2018,Chrysler,300 S,18490,35344
2018,Mercedes-Benz,Base,23961,24981
2018,Nissan,Kicks SR,18990,14187
2019,Jeep,Cherokee Latitude,21998,6449
2019,Kia,Optima LX,18998,7903
2019,Hyundai,Santa Fe SE 2.4,19998,26951
2017,Hyundai,Sonata SE,15998,19852
2019,Hyundai,Santa Fe SEL 2.4,23998,6610
2019,Dodge,Charger GT,27998,9368
2017,Mercedes-Benz,Base,23985,33394
2019,Mercedes-Benz,Base,28985,9508
2019,Mercedes-Benz,Base,29999,10941
2018,Hyundai,Elantra SEL,14500,27012
2017,Chevrolet,Volt LT,17998,31048
2017,BMW,iPerformance,27749,37648
2018,Hyundai,Sport,18998,24553
2019,Toyota,Camry LE,21991,15353
2019,Toyota,Camry LE,21991,15014
2019,Toyota,Camry LE,21991,11412
2018,Chevrolet,Malibu LT,18998,16726
2017,Chevrolet,Volt LT,16998,29530
2017,Mercedes-Benz,CLA 250 Base,21981,31168
2018,Honda,CR-V EX,23981,19754
2017,Kia,Niro FE,18995,28060
2017,Nissan,Maxima 3.5 S,17900,32713
2018,Nissan,Maxima 3.5 SV,17888,38298
2018,Nissan,Rogue SV,17888,18499
2018,Nissan,Maxima 3.5 SV,19888,29985
2018,Nissan,Maxima 3.5 S,21999,24361
2018,Nissan,Murano SV,19888,35322
2017,Honda,Civic EX-L,19500,38484
2018,Honda,Clarity Plug-In Hybrid Touring,25998,17514
2018,Nissan,Maxima 3.5 SV,21990,39201
2018,Nissan,Maxima 3.5 SV,19600,34502
2018,Chevrolet,Volt LT,23800,18127
2018,Hyundai,Tucson SEL,19400,24048
2018,Chevrolet,Trax Premier,18300,20176
2017,Chevrolet,Trax LT,14500,29446
2017,Nissan,Maxima 3.5 S,18900,25732
2017,GMC,Acadia SLE-1,19800,36515
2018,Jeep,Renegade Altitude,18800,7514
2017,Mitsubishi,Outlander SEL,18700,21270
2018,Dodge,Charger SXT,25100,12112
2017,Chevrolet,Volt Premier,22700,10783
2018,GMC,Terrain SLE,21800,23563
2018,Jeep,Compass Altitude,22950,17270
2017,Dodge,Charger SXT,23080,31731
2019,Chevrolet,Equinox Premier,21980,19542
2018,Jeep,Grand Cherokee Limited,28400,33110
2019,Cadillac,XTS Luxury,27790,28969
2018,Chevrolet,Equinox 1LT,18790,20845
2018,Honda,Pilot EX,28000,9330
2017,BMW,330 i,26000,26888
2017,BMW,330e iPerformance,28000,20347
2017,Honda,Civic EX-L w/Navi,19000,38825
2018,Nissan,Rogue SV,19500,8806
2017,BMW,330 i,26500,25465
2019,Nissan,Altima 2.5 SV,21888,2325
2019,Nissan,Altima 2.5 SV,21390,1497
2018,Honda,CR-V EX,25999,2234
2018,Honda,CR-V EX,26399,3640
2018,Chevrolet,Trax Premier,17995,0
2017,Subaru,Impreza 2.0i Premium,18991,20362
2019,Honda,Insight EX,21476,21998
2017,Honda,Civic EX-L,17788,39624
2018,Nissan,Rogue SV,15999,36276
2018,Chevrolet,Malibu LT,13999,38344
2018,Hyundai,Elantra SEL,12499,35851
2017,Chevrolet,Volt Premier,20835,29875
2017,Chevrolet,Volt Premier,21135,33246
2018,Honda,Accord Sport,26998,6270
2018,Honda,CR-V EX,24781,16819
2017,Honda,CR-V EX,21981,18618
2017,Honda,Civic EX,17981,19229
2018,Chevrolet,Volt Premier,23791,17735
2017,Chevrolet,Volt LT,17981,26683
2019,Chevrolet,Equinox 1LT,18991,35872
2019,Chevrolet,Equinox 1LT,18881,33830
2018,Chevrolet,Impala 2LZ,17891,34425
2019,Cadillac,XTS Luxury,25891,26712
2018,Jeep,Renegade Latitude,18993,19882
2019,Chevrolet,Trax LS,13481,29486
2019,Dodge,Charger R/T,27881,29141
2019,Dodge,Charger R/T,27881,31300
2019,Jeep,Cherokee Latitude Plus,16991,39593
2019,Jeep,Compass Limited,21881,24184
2019,Subaru,Crosstrek 2.0i Premium,26999,16457
2019,Subaru,Crosstrek 2.0i Premium,27999,10412
2018,Nissan,Kicks SV,18900,6244
2019,Honda,CR-V EX,29998,21
2019,Ford,Escape SE,20897,4
2019,Buick,Encore Essence,19200,26579
2018,Chevrolet,Cruze LT,13200,37269
2018,Chevrolet,Malibu LT,14600,29302
2019,Chevrolet,Malibu 1LT,16400,16290
2019,Chevrolet,Cruze LT,14800,17850
2018,Chevrolet,Malibu LT,14700,30185
2019,Chevrolet,Cruze LT,14000,21565
2019,Buick,Encore Essence,18400,17724
2019,Chevrolet,Cruze LS,12600,26329
2018,Chevrolet,Malibu LT,14700,29782
2019,Chevrolet,Impala Premier 2LZ,21500,22085
2019,Chevrolet,Impala Premier 2LZ,21600,22028
2019,Cadillac,XTS Luxury,28100,15446
2019,Chevrolet,Impala Premier 2LZ,22000,15568
2019,Chevrolet,Cruze LT,14700,18470
2018,Chevrolet,Malibu LT,14600,25506
2018,Chevrolet,Cruze LT,12900,35099
2019,Chevrolet,Malibu 1LT,15800,24053
2019,Chevrolet,Cruze LS,12600,26329
2019,Chevrolet,Cruze LT,14000,21565
2018,Chevrolet,Malibu LT,14700,29782
2018,Chevrolet,Impala 1LT,17200,35453
2019,Chevrolet,Malibu 1LT,15400,25460
2019,Chevrolet,Malibu 1LT,15900,23946
2019,Chevrolet,Cruze LS,12400,29423
2019,Chevrolet,Malibu 1LT,15900,20337
2019,Chevrolet,Malibu 1LT,16300,19860
2019,Chevrolet,Malibu 1LT,16400,16471
2019,Chevrolet,Impala Premier 2LZ,21500,21704
2019,Buick,Encore Essence,18600,18971
2018,Chevrolet,Malibu LT,14700,30185
2019,Chevrolet,Equinox 1LT,17800,28024
2019,Cadillac,XTS Luxury,27500,19151
2019,Chevrolet,Cruze LS,12200,32753
2018,Chevrolet,Impala 1LT,17000,38032
2018,Chevrolet,Cruze LT,12800,31515
2018,Chevrolet,Sonic Premier,11700,28513
2019,Chevrolet,Cruze LT,13700,30623
2019,Chevrolet,Malibu 1LT,16100,18406
2019,Chevrolet,Malibu 1LT,15000,34251
2018,Chevrolet,Impala 1LT,17900,35466
2018,Chevrolet,Sonic Premier,10000,39789
2019,Buick,Encore Essence,19100,17099
2019,Chevrolet,Malibu 1LT,16100,17677
2018,Chevrolet,Malibu LT,14500,32798
2019,Chevrolet,Impala Premier 2LZ,22400,18250
2019,Chevrolet,Impala Premier 2LZ,22600,10853
2019,Chevrolet,Impala Premier 2LZ,22400,12160
2018,Chevrolet,Malibu LT,14600,31596
2018,Chevrolet,Malibu LT,14700,29224
2018,Chevrolet,Malibu LT,14600,34285
2019,Chevrolet,Malibu 1LT,15900,21468
2018,Chevrolet,Impala 1LT,17800,24771
2019,Chevrolet,Impala Premier 2LZ,21600,22865
2019,Chevrolet,Impala Premier 2LZ,22200,12759
2019,Chevrolet,Malibu 1LT,16100,16507
2019,Chevrolet,Cruze LT,14600,22678
2018,Chevrolet,Cruze LT,13000,37617
2019,Buick,Encore Essence,18100,24735
2019,Chevrolet,Equinox 1LT,19100,28057
2018,Chevrolet,Sonic Premier,11200,37179
2019,Chevrolet,Malibu 1LT,15800,26432
2019,Chevrolet,Malibu 1LT,15900,18067
2019,Cadillac,XTS Luxury,27400,19142
2019,Chevrolet,Malibu 1LT,16100,12460
2019,Chevrolet,Malibu 1LT,16000,20759
2018,Chevrolet,Malibu LT,14700,27376
2019,Chevrolet,Equinox 1LT,17800,33315
2018,Chevrolet,Malibu LT,14600,35033
2019,Chevrolet,Equinox 1LT,19300,33270
2018,Chevrolet,Impala 1LT,16900,39304
2019,Chevrolet,Malibu 1LT,15900,20130
2019,Chevrolet,Malibu 1LT,16400,18284
2019,Cadillac,XTS Luxury,26300,23882
2018,Chevrolet,Equinox 1LT,18200,32939
2018,Chevrolet,Malibu LT,14800,27765
2019,Chevrolet,Malibu 1LT,15400,20971
2018,Chevrolet,Malibu LT,14700,30981
2018,Chevrolet,Cruze LT,13300,30431
2018,Chevrolet,Malibu LT,14700,33245
2019,Cadillac,XTS Luxury,27100,20612
2018,Chevrolet,Sonic Premier,11500,21571
2019,Chevrolet,Malibu 1LT,15000,26199
2018,Chevrolet,Cruze LT,13200,35873
2019,Chevrolet,Malibu 1LT,16000,17511
2019,Chevrolet,Malibu 1LT,15600,26038
2018,Chevrolet,Impala 1LT,17900,32106
2018,Chevrolet,Malibu LT,14300,36892
2018,Chevrolet,Malibu LT,14500,34351
2018,Chevrolet,Malibu LT,14100,35711
2019,Chevrolet,Cruze LT,14900,16324
2018,Chevrolet,Malibu LT,14800,29479
2019,Cadillac,XTS Luxury,26700,23812
2019,Buick,Encore Essence,18900,8566
2019,Buick,Encore Essence,18800,20088
2019,Chevrolet,Malibu 1LT,15900,22174
2018,Chevrolet,Cruze LT,12800,37406
2019,Chevrolet,Malibu 1LT,16400,13314
2018,Chevrolet,Impala 1LT,17900,27043
2019,Chevrolet,Cruze LT,14700,24895
2018,Chevrolet,Cruze LT,12800,37660
2019,Chevrolet,Malibu 1LT,16200,16052
2019,Chevrolet,Malibu 1LT,15600,17966
2019,Chevrolet,Impala Premier 2LZ,22400,14464
2019,Chevrolet,Impala 1LT,17800,22176
2019,Chevrolet,Malibu 1LT,15900,16906
2018,Chevrolet,Malibu LT,14600,28853
2018,Chevrolet,Malibu LT,14800,25624
2019,Chevrolet,Malibu 1LT,15600,20847
2018,Chevrolet,Malibu LT,15100,19410
2018,Chevrolet,Cruze LT,13100,34286
2019,Chevrolet,Equinox 1LT,19100,28421
2019,Buick,Encore Essence,19700,19088
2018,Chevrolet,Malibu LT,14500,34547
2018,Chevrolet,Malibu LT,14500,31502
2019,Chevrolet,Malibu 1LT,15200,25661
2018,Chevrolet,Cruze LT,13000,33655
2018,Chevrolet,Malibu LT,14800,25767
2018,Chevrolet,Malibu LT,14100,34708
2018,Chevrolet,Malibu LT,14800,29050
2019,Chevrolet,Impala Premier 2LZ,21900,16853
2019,Chevrolet,Malibu 1LT,16300,16191
2019,Chevrolet,Cruze LS,11900,36868
2018,Chevrolet,Malibu LT,14800,22562
2018,Chevrolet,Impala 1LT,17200,33213
2018,Chevrolet,Malibu LT,14000,35917
2018,Chevrolet,Impala 2LZ,18100,37827
2019,Cadillac,XTS Luxury,25700,30782
2018,Chevrolet,Malibu LT,14700,27744
2019,Chevrolet,Malibu 1LT,15900,20830
2018,Chevrolet,Sonic Premier,10700,38184
2019,Chevrolet,Cruze LT,14900,13982
2019,Cadillac,XTS Luxury,27100,19555
